DATA,HORA,DIA,MES,UF,ESTADO,ALO,CPC,CPCA,PP,CLIENTE_NAO_ESTA,CLIENTE_NAO_VALIDOU,DESCONHECE,DESCONHECE_DIVIDA,FALECIDO,FONE_MUDO,LIG_PERDIDA,PREVENTIVO,RECADO,ALEGA,RETORNO_AGENDADO,DADOS_INVALIDOS,SEM_INTERESSE,NAO_TABULADA,RETORNO_INDIRETO,FRAUDE,OCUPADO,RECEPT,PROCESSO_JURIDICO,CONTESTACAO,VALOR,TIPO,PRODUTO
4/1/2019,8,1,4,AC,ACRE,3,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"109,98",DIGITAL,CONTROLE
4/1/2019,8,1,4,AC,ACRE,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"90,85",HUMANO,CONTROLE
4/1/2019,8,1,4,AC,ACRE,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,HUMANO,POS_PURO
4/1/2019,8,1,4,AL,ALAGOAS,151,72,33,31,0,0,1,0,0,8,0,0,2,22,17,0,2,0,68,0,0,0,0,0,"1576,36",DIGITAL,CONTROLE
4/1/2019,8,1,4,AL,ALAGOAS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DIGITAL,POS_PURO
4/1/2019,8,1,4,AL,ALAGOAS,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"134,84",DIGITAL,POS_PURO
4/1/2019,8,1,4,AL,ALAGOAS,13,4,1,1,0,2,1,0,0,0,0,0,3,2,1,0,0,0,3,0,0,0,0,0,"120,81",HUMANO,CONTROLE
4/1/2019,8,1,4,AL,ALAGOAS,43,19,12,10,0,2,3,0,0,1,0,0,7,4,2,0,3,0,11,0,0,0,0,1,"905,3",HUMANO,CONTROLE
4/1/2019,8,1,4,AL,ALAGOAS,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,HUMANO,POS_PURO
4/1/2019,8,1,4,AL,ALAGOAS,17,10,3,2,0,0,1,0,0,0,0,0,2,4,0,0,2,0,4,0,0,2,0,1,"217,42",HUMANO,POS_PURO
4/1/2019,8,1,4,AL,ALAGOAS,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HUMANO,WEB
4/1/2019,8,1,4,AM,AMAZONAS,24,15,9,5,0,0,0,0,0,0,0,0,1,3,3,0,4,0,8,0,0,0,0,0,"215,87",DIGITAL,CONTROLE
4/1/2019,8,1,4,AM,AMAZONAS,12,10,7,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,2,0,0,0,0,0,"297,33",HUMANO,CONTROLE
4/1/2019,8,1,4,AM,AMAZONAS,3,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,HUMANO,POS_PURO
4/1/2019,8,1,4,AM,AMAZONAS,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,HUMANO,WTTX
4/1/2019,8,1,4,AP,AMAPÁ,6,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,DIGITAL,CONTROLE
4/1/2019,8,1,4,AP,AMAPÁ,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"81,64",HUMANO,CONTROLE
4/1/2019,8,1,4,AP,AMAPÁ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,HUMANO,FIXO
4/1/2019,8,1,4,BA,BAHIA,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,DIGITAL,CONTROLE
4/1/2019,8,1,4,BA,BAHIA,362,181,88,82,0,0,6,0,0,17,0,0,10,56,37,0,6,3,148,0,0,0,0,0,"3981,97",DIGITAL,CONTROLE
4/1/2019,8,1,4,BA,BAHIA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DIGITAL,FIXO
4/1/2019,8,1,4,BA,BAHIA,14,10,8,7,0,0,0,0,0,1,0,0,0,0,2,0,1,0,3,0,0,0,0,0,"780,6",DIGITAL,POS_PURO
4/1/2019,8,1,4,BA,BAHIA,25,10,6,5,0,1,1,0,0,2,0,0,4,3,1,0,1,0,7,0,0,0,0,0,"396,01",HUMANO,CONTROLE
4/1/2019,8,1,4,BA,BAHIA,157,98,64,43,0,4,10,0,0,5,0,0,18,21,3,0,26,0,22,0,0,5,0,5,"3726,78",HUMANO,CONTROLE
4/1/2019,8,1,4,BA,BAHIA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,HUMANO,FIXO
4/1/2019,8,1,4,BA,BAHIA,7,3,3,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,"202,36",HUMANO,FIXO
4/1/2019,8,1,4,BA,BAHIA,4,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"231,93",HUMANO,POS_PURO
4/1/2019,8,1,4,BA,BAHIA,47,31,18,12,0,0,0,0,0,1,0,0,3,10,0,0,8,0,12,0,0,1,0,2,"1722,23",HUMANO,POS_PURO
4/1/2019,8,1,4,BA,BAHIA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,HUMANO,WTTX
4/1/2019,8,1,4,CE,CEARÁ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,DIGITAL,CONTROLE
4/1/2019,8,1,4,CE,CEARÁ,317,111,53,51,0,0,1,0,0,7,0,0,6,25,31,0,4,6,192,0,0,0,0,2,"2410,2",DIGITAL,CONTROLE
4/1/2019,8,1,4,CE,CEARÁ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DIGITAL,FIXO
4/1/2019,8,1,4,CE,CEARÁ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DIGITAL,POS_PURO
4/1/2019,8,1,4,CE,CEARÁ,8,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,"113,06",DIGITAL,POS_PURO
4/1/2019,8,1,4,CE,CEARÁ,26,8,7,4,0,2,1,0,0,1,0,0,4,0,0,0,4,0,10,0,0,0,0,1,"324,79",HUMANO,CONTROLE
4/1/2019,8,1,4,CE,CEARÁ,145,62,38,32,0,4,6,0,0,9,0,0,21,12,4,0,10,0,42,0,1,4,0,4,"2573,81",HUMANO,CONTROLE
4/1/2019,8,1,4,CE,CEARÁ,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,HUMANO,FIXO
4/1/2019,8,1,4,CE,CEARÁ,39,27,18,13,0,0,0,0,1,1,0,0,4,3,1,0,9,0,6,0,0,1,0,4,"2348,31",HUMANO,POS_PURO
4/1/2019,8,1,4,CE,CEARÁ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HUMANO,WEB
4/1/2019,8,1,4,DF,DISTRITO FEDERAL,102,55,31,28,0,0,3,0,0,5,0,0,1,9,15,0,3,1,38,0,0,0,0,0,"1577,23",DIGITAL,CONTROLE
4/1/2019,8,1,4,DF,DISTRITO FEDERAL,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,DIGITAL,POS_PURO
4/1/2019,8,1,4,DF,DISTRITO FEDERAL,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,HUMANO,CONTROLE
4/1/2019,8,1,4,DF,DISTRITO FEDERAL,46,27,16,15,0,0,3,0,0,1,0,0,2,9,2,0,1,0,13,0,0,0,0,0,"964,65",HUMANO,CONTROLE
4/1/2019,8,1,4,DF,DISTRITO FEDERAL,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,HUMANO,FIXO
4/1/2019,8,1,4,DF,DISTRITO FEDERAL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,HUMANO,FIXO
4/1/2019,8,1,4,DF,DISTRITO FEDERAL,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,HUMANO,POS_PURO
4/1/2019,8,1,4,DF,DISTRITO FEDERAL,22,14,9,8,0,1,1,0,0,0,0,0,0,4,1,0,1,0,6,0,0,0,0,0,"1372,94",HUMANO,POS_PURO
4/1/2019,8,1,4,ES,ESPÍRITO SANTO,20,15,3,3,0,0,0,0,0,1,0,0,0,8,4,0,0,0,4,0,0,0,0,0,"125,95",DIGITAL,CONTROLE
4/1/2019,8,1,4,ES,ESPÍRITO SANTO,5,3,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,"87,31",HUMANO,CONTROLE
4/1/2019,8,1,4,ES,ESPÍRITO SANTO,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50,57",HUMANO,FIXO
4/1/2019,8,1,4,ES,ESPÍRITO SANTO,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,HUMANO,POS_PURO
4/1/2019,8,1,4,GO,GOIÁS,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DIGITAL,CONTROLE
4/1/2019,8,1,4,GO,GOIÁS,173,81,34,32,0,0,2,0,0,14,0,0,4,24,23,0,2,6,72,0,0,0,0,0,"1713,48",DIGITAL,CONTROLE
4/1/2019,8,1,4,GO,GOIÁS,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DIGITAL,old
4/1/2019,8,1,4,GO,GOIÁS,4,3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"155,71",DIGITAL,POS_PURO
4/1/2019,8,1,4,GO,GOIÁS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DIGITAL,WTTX
4/1/2019,8,1,4,GO,GOIÁS,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"91,79",HUMANO,CONTROLE
4/1/2019,8,1,4,GO,GOIÁS,66,45,30,16,0,0,1,0,0,2,0,0,7,9,1,0,16,0,10,0,1,3,0,2,"1309,1",HUMANO,CONTROLE
4/1/2019,8,1,4,GO,GOIÁS,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"44,9",HUMANO,FIXO
4/1/2019,8,1,4,GO,GOIÁS,23,14,12,9,0,0,0,0,0,3,0,0,1,1,1,0,3,0,4,0,1,0,0,0,"2681,24",HUMANO,POS_PURO
4/1/2019,8,1,4,MA,MARANHÃO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DIGITAL,CONTROLE
4/1/2019,8,1,4,MA,MARANHÃO,130,40,19,17,0,0,0,0,0,8,0,0,7,9,12,0,2,0,75,0,0,0,0,0,"831,98",DIGITAL,CONTROLE
4/1/2019,8,1,4,MA,MARANHÃO,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,DIGITAL,FIXO
4/1/2019,8,1,4,MA,MARANHÃO,4,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,"86,51",DIGITAL,POS_PURO
4/1/2019,8,1,4,MA,MARANHÃO,11,6,4,3,0,0,0,0,0,1,0,0,2,2,0,0,1,0,2,0,0,0,0,0,327,HUMANO,CONTROLE
4/1/2019,8,1,4,MA,MARANHÃO,47,23,18,14,0,3,3,0,0,4,0,0,6,1,4,0,4,0,8,0,0,0,0,0,"1110,45",HUMANO,CONTROLE
4/1/2019,8,1,4,MA,MARANHÃO,3,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,HUMANO,FIXO
4/1/2019,8,1,4,MA,MARANHÃO,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,HUMANO,POS_PURO
4/1/2019,8,1,4,MA,MARANHÃO,6,5,2,2,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,"251,99",HUMANO,POS_PURO
4/1/2019,8,1,4,MG,MINAS GERAIS,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,DIGITAL,CONTROLE
4/1/2019,8,1,4,MG,MINAS GERAIS,668,312,142,129,0,0,18,0,0,49,0,0,8,82,87,0,14,5,281,0,0,0,0,1,"6179,83",DIGITAL,CONTROLE
4/1/2019,8,1,4,MG,MINAS GERAIS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DIGITAL,FIXO
4/1/2019,8,1,4,MG,MINAS GERAIS,6,3,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,"86,62",DIGITAL,FIXO
4/1/2019,8,1,4,MG,MINAS GERAIS,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DIGITAL,old
4/1/2019,8,1,4,MG,MINAS GERAIS,20,10,3,3,0,0,1,0,0,1,0,0,1,4,3,0,0,0,7,0,0,0,0,0,"385,87",DIGITAL,POS_PURO
4/1/2019,8,1,4,MG,MINAS GERAIS,48,23,17,7,0,0,3,0,0,5,0,0,8,2,3,0,10,0,9,0,0,0,0,0,"444,17",HUMANO,CONTROLE
4/1/2019,8,1,4,MG,MINAS GERAIS,286,150,90,58,0,9,10,0,0,20,0,0,36,40,6,0,39,0,60,0,1,3,1,7,"4772,39",HUMANO,CONTROLE
4/1/2019,8,1,4,MG,MINAS GERAIS,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,HUMANO,FIXO
4/1/2019,8,1,4,MG,MINAS GERAIS,15,6,4,4,0,0,0,0,0,1,0,0,2,1,0,0,1,0,6,0,0,0,0,1,"174,12",HUMANO,FIXO
4/1/2019,8,1,4,MG,MINAS GERAIS,7,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,HUMANO,POS_PURO
4/1/2019,8,1,4,MG,MINAS GERAIS,110,50,29,19,0,3,1,0,0,8,0,0,14,16,4,0,10,0,33,1,0,1,0,0,"2576,9",HUMANO,POS_PURO
4/1/2019,8,1,4,MG,MINAS GERAIS,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HUMANO,WEB
4/1/2019,8,1,4,MG,MINAS GERAIS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,HUMANO,WEB
4/1/2019,8,1,4,MS,MATO GROSSO DO SUL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DIGITAL,CONTROLE
4/1/2019,8,1,4,MS,MATO GROSSO DO SUL,46,24,11,10,0,0,1,0,0,4,0,0,0,8,5,0,1,0,17,0,0,0,0,0,"541,94",DIGITAL,CONTROLE
4/1/2019,8,1,4,MS,MATO GROSSO DO SUL,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"99,8",DIGITAL,FIXO
4/1/2019,8,1,4,MS,MATO GROSSO DO SUL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,DIGITAL,POS_PURO
4/1/2019,8,1,4,MS,MATO GROSSO DO SUL,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"44,99",HUMANO,CONTROLE
4/1/2019,8,1,4,MS,MATO GROSSO DO SUL,5,4,4,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"213,14",HUMANO,CONTROLE
4/1/2019,8,1,4,MS,MATO GROSSO DO SUL,5,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,"55,62",HUMANO,POS_PURO
4/1/2019,8,1,4,MT,MATO GROSSO,20,10,4,4,0,0,0,0,0,0,0,0,1,3,3,0,0,0,9,0,0,0,0,0,"249,87",DIGITAL,CONTROLE
4/1/2019,8,1,4,MT,MATO GROSSO,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,DIGITAL,POS_PURO
4/1/2019,8,1,4,MT,MATO GROSSO,8,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,"211,78",HUMANO,CONTROLE
4/1/2019,8,1,4,MT,MATO GROSSO,8,4,4,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,"350,83",HUMANO,POS_PURO
4/1/2019,8,1,4,PA,PARÁ,171,56,24,22,0,0,1,0,0,13,0,0,3,14,18,0,2,7,98,0,0,0,0,0,"935,58",DIGITAL,CONTROLE
4/1/2019,8,1,4,PA,PARÁ,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"119,91",DIGITAL,POS_PURO
4/1/2019,8,1,4,PA,PARÁ,5,4,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,"137,68",DIGITAL,POS_PURO
4/1/2019,8,1,4,PA,PARÁ,18,8,5,4,0,0,3,0,0,3,0,0,4,0,1,0,2,0,0,0,0,1,0,1,"625,66",HUMANO,CONTROLE
4/1/2019,8,1,4,PA,PARÁ,68,39,24,15,0,0,0,0,0,1,0,0,13,9,2,0,11,0,15,0,0,2,0,2,"1386,88",HUMANO,CONTROLE
4/1/2019,8,1,4,PA,PARÁ,6,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,"524,18",HUMANO,POS_PURO
4/1/2019,8,1,4,PA,PARÁ,21,9,5,4,0,0,1,0,0,2,0,0,2,2,1,0,2,0,7,0,0,0,0,1,"732,2",HUMANO,POS_PURO
4/1/2019,8,1,4,PB,PARAÍBA,90,41,15,15,0,0,2,0,0,4,0,0,3,15,9,0,2,0,40,0,0,0,0,2,"756,8",DIGITAL,CONTROLE
4/1/2019,8,1,4,PB,PARAÍBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DIGITAL,POS_PURO
4/1/2019,8,1,4,PB,PARAÍBA,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,HUMANO,CONTROLE
4/1/2019,8,1,4,PB,PARAÍBA,52,29,17,15,0,0,2,0,0,1,0,0,10,6,2,0,6,0,10,0,0,0,0,4,"993,79",HUMANO,CONTROLE
4/1/2019,8,1,4,PB,PARAÍBA,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51,26",HUMANO,FIXO
4/1/2019,8,1,4,PB,PARAÍBA,11,7,4,4,0,1,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,"407,46",HUMANO,POS_PURO
4/1/2019,8,1,4,PE,PERNAMBUCO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DIGITAL,CONTROLE
4/1/2019,8,1,4,PE,PERNAMBUCO,275,88,31,31,0,0,9,0,0,17,0,0,6,24,32,0,1,2,155,0,0,0,0,1,"1469,05",DIGITAL,CONTROLE
4/1/2019,8,1,4,PE,PERNAMBUCO,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DIGITAL,FIXO
4/1/2019,8,1,4,PE,PERNAMBUCO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DIGITAL,FIXO
4/1/2019,8,1,4,PE,PERNAMBUCO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DIGITAL,old
4/1/2019,8,1,4,PE,PERNAMBUCO,11,5,2,2,0,0,0,0,0,1,0,0,1,2,1,0,0,0,4,0,0,0,0,0,"164,48",DIGITAL,POS_PURO
4/1/2019,8,1,4,PE,PERNAMBUCO,27,12,5,5,0,1,1,0,0,3,0,0,5,4,1,0,1,0,5,0,0,0,0,1,"424,74",HUMANO,CONTROLE
4/1/2019,8,1,4,PE,PERNAMBUCO,153,78,43,30,0,3,7,0,1,6,0,0,25,24,1,0,16,0,30,2,1,7,0,3,"2143,03",HUMANO,CONTROLE
4/1/2019,8,1,4,PE,PERNAMBUCO,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,HUMANO,FIXO
4/1/2019,8,1,4,PE,PERNAMBUCO,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,HUMANO,OUTROS
4/1/2019,8,1,4,PE,PERNAMBUCO,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,HUMANO,POS_PURO
4/1/2019,8,1,4,PE,PERNAMBUCO,36,19,11,9,0,1,1,0,0,1,0,0,6,7,1,0,2,0,8,0,0,0,0,0,"1003,76",HUMANO,POS_PURO
4/1/2019,8,1,4,PI,PIAUÍ,107,38,17,16,0,0,2,0,0,4,0,0,2,7,14,0,1,0,61,0,0,0,0,0,"701,01",DIGITAL,CONTROLE
4/1/2019,8,1,4,PI,PIAUÍ,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"146,55",DIGITAL,POS_PURO
4/1/2019,8,1,4,PI,PIAUÍ,9,6,2,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,"160,76",HUMANO,CONTROLE
4/1/2019,8,1,4,PI,PIAUÍ,51,23,16,14,0,2,1,0,0,5,0,0,5,5,2,0,2,0,15,0,0,0,0,0,"1353,63",HUMANO,CONTROLE
4/1/2019,8,1,4,PI,PIAUÍ,5,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,HUMANO,FIXO
4/1/2019,8,1,4,PI,PIAUÍ,14,8,7,4,0,0,0,0,0,1,0,0,5,1,0,0,3,0,0,0,0,0,0,0,"378,2",HUMANO,POS_PURO
4/1/2019,8,1,4,PI,PIAUÍ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,HUMANO,WEB
4/1/2019,8,1,4,PR,PARANÁ,7,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,DIGITAL,CONTROLE
4/1/2019,8,1,4,PR,PARANÁ,994,318,155,142,0,0,15,0,0,48,0,0,8,80,83,0,13,20,605,0,0,0,0,0,"6760,71",DIGITAL,CONTROLE
4/1/2019,8,1,4,PR,PARANÁ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DIGITAL,FIXO
4/1/2019,8,1,4,PR,PARANÁ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DIGITAL,POS_PURO
4/1/2019,8,1,4,PR,PARANÁ,32,9,5,4,0,0,1,0,0,2,0,0,2,3,1,0,1,0,18,0,0,0,0,0,"402,71",DIGITAL,POS_PURO
4/1/2019,8,1,4,PR,PARANÁ,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DIGITAL,WEB
4/1/2019,8,1,4,PR,PARANÁ,85,26,14,8,0,2,5,0,0,3,0,0,18,6,3,0,7,0,29,1,1,1,0,1,"943,86",HUMANO,CONTROLE
4/1/2019,8,1,4,PR,PARANÁ,636,305,176,133,0,14,37,0,0,20,0,0,119,71,23,0,64,0,135,2,4,13,0,21,"10573,25",HUMANO,CONTROLE
4/1/2019,8,1,4,PR,PARANÁ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,HUMANO,FIXO
4/1/2019,8,1,4,PR,PARANÁ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,HUMANO,FIXO
4/1/2019,8,1,4,PR,PARANÁ,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40,6",HUMANO,old
4/1/2019,8,1,4,PR,PARANÁ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HUMANO,OUTROS
4/1/2019,8,1,4,PR,PARANÁ,13,6,3,2,0,1,0,0,0,0,0,0,2,1,0,0,1,0,4,0,0,2,0,0,"336,04",HUMANO,POS_PURO
4/1/2019,8,1,4,PR,PARANÁ,102,58,42,24,0,0,5,0,0,5,0,0,16,12,3,0,18,0,17,0,1,1,0,0,"2873,88",HUMANO,POS_PURO
4/1/2019,8,1,4,PR,PARANÁ,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"59,9",HUMANO,WEB
4/1/2019,8,1,4,RJ,RIO DE JANEIRO,4,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"98,02",DIGITAL,CONTROLE
4/1/2019,8,1,4,RJ,RIO DE JANEIRO,420,193,94,88,0,0,15,0,0,25,0,0,9,63,36,0,6,5,178,0,0,0,0,0,"4625,63",DIGITAL,CONTROLE
4/1/2019,8,1,4,RJ,RIO DE JANEIRO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,DIGITAL,FIXO
4/1/2019,8,1,4,RJ,RIO DE JANEIRO,9,5,3,2,0,0,1,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,"153,22",DIGITAL,FIXO
4/1/2019,8,1,4,RJ,RIO DE JANEIRO,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DIGITAL,old
4/1/2019,8,1,4,RJ,RIO DE JANEIRO,26,12,6,5,0,0,2,0,0,1,0,0,2,4,2,0,1,0,9,0,0,0,0,0,"526,47",DIGITAL,POS_PURO
4/1/2019,8,1,4,RJ,RIO DE JANEIRO,27,10,6,4,0,1,0,0,0,1,0,0,7,1,2,0,3,0,5,2,1,0,0,1,"649,76",HUMANO,CONTROLE
4/1/2019,8,1,4,RJ,RIO DE JANEIRO,175,87,58,44,0,4,8,0,0,9,0,0,29,17,4,0,21,0,37,1,0,1,0,7,"3726,05",HUMANO,CONTROLE
4/1/2019,8,1,4,RJ,RIO DE JANEIRO,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"172,25",HUMANO,FIXO
4/1/2019,8,1,4,RJ,RIO DE JANEIRO,43,16,12,10,0,1,0,0,0,3,0,0,15,2,2,0,2,0,8,0,0,0,0,0,"576,01",HUMANO,FIXO
4/1/2019,8,1,4,RJ,RIO DE JANEIRO,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,HUMANO,old
4/1/2019,8,1,4,RJ,RIO DE JANEIRO,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,HUMANO,OUTROS
